mfcc1,mfcc2,rms,mean,beat,tempo,centroid,zcr,rolloff,TYPE
27348.597294,55445.733288,61.417855,-7.80476,23500.0,9570.3125,2850.081058,8123,4895.095215,angry
32987.011093,63327.642608,53.709339,-7.901206,25666.666667,11745.383523,3015.72669,9087,4749.529266,angry
28593.303014,55282.806925,38.468692,-7.582246,18000.0,8910.290948,2919.416556,7579,4913.607788,angry
28984.232166,55301.552232,40.436491,-7.392506,23000.0,12919.921875,3358.62808,9415,5398.422413,angry
26305.293805,55818.037677,45.089427,-8.107896,40750.0,12304.6875,3976.747647,12897,6256.105394,angry
30301.295162,61327.217011,45.46871,-7.996372,29000.0,21533.203125,3583.963964,11741,5670.114167,angry
33289.164577,53093.374703,65.11683,-5.38158,18000.0,8613.28125,2947.156931,8185,5000.384256,angry
27699.273596,54057.405374,66.471092,-7.241245,41333.333333,9938.401442,3118.235588,8563,5349.462891,angry
24662.569865,51591.67263,60.014036,-7.920324,22000.0,10766.601562,3192.727352,8399,5165.435432,angry
29855.296589,58499.117972,39.346218,-7.537846,35333.333333,13599.917763,3228.32703,9549,5392.934056,angry
28782.756837,56689.198707,46.975672,-7.192382,41000.0,9570.3125,3870.213416,12909,6094.895447,angry
28032.380857,53271.347485,58.438104,-7.089598,17000.0,6983.741554,3209.10348,9184,5338.661725,angry
28596.476185,52648.549535,44.817787,-6.991882,41250.0,13599.917763,3216.527865,8277,5464.300679,angry
30319.095395,57523.454871,37.092481,-7.084468,34600.0,17226.5625,3378.285859,10326,5424.460602,angry
30986.436513,61120.101804,54.879144,-7.687159,35000.0,6625.600962,3243.570547,10739,5502.282715,angry
27138.151844,53190.990877,43.654699,-7.318213,34000.0,19876.802885,3458.956658,9666,5687.789951,angry
25194.608213,53361.150197,42.071432,-7.91195,42750.0,16149.902344,3608.263056,10723,5838.038481,angry
30856.668209,59275.31835,45.519996,-7.558151,19500.0,9570.3125,3042.527409,8343,5297.74066,angry
27522.356265,55039.403132,58.058325,-7.817343,25000.0,9938.401442,2711.218527,7007,4922.783869,angry
23423.304893,50265.043052,49.774777,-8.084861,16500.0,9938.401442,3324.742818,10054,5531.309123,angry
26797.115054,54508.389405,47.800947,-7.963011,26000.0,9570.3125,2968.674796,8167,4918.480603,angry
28529.041299,57086.960429,51.406749,-7.845582,16500.0,9570.3125,2780.674672,7225,4745.823317,angry
32269.139283,63298.261887,55.569123,-7.757282,18500.0,8335.433468,2944.253885,9099,4759.699219,angry
28083.368889,55763.086641,49.785249,-7.775202,36666.666667,11234.714674,3288.204999,9908,5055.221866,angry
30784.429329,62421.408218,48.497677,-7.754161,40000.0,12304.6875,3534.743755,12451,5381.084128,angry
26211.708098,55614.383179,43.47508,-8.259178,17000.0,9570.3125,3251.614202,10011,5093.933243,angry
29733.409103,60197.569603,50.767515,-7.851588,34000.0,13599.917763,3165.94934,9081,5112.02682,angry
28525.49466,56395.396038,37.465949,-7.656566,18000.0,8613.28125,3181.312159,8583,5381.052809,angry
31341.63208,60950.138795,40.499501,-7.791713,35333.333333,14355.46875,3071.978556,9283,5011.569696,angry
27729.336439,51529.192119,46.750754,-7.08329,29666.666667,9938.401442,2811.233643,7266,4583.111572,angry
31496.627255,61500.198268,38.30057,-7.732878,19000.0,16149.902344,3110.359822,9598,4990.486318,angry
30068.355908,59563.761177,49.788404,-8.015056,33000.0,14355.46875,2843.213578,8290,4582.593304,angry
30890.661751,56722.424748,51.478729,-6.727022,28500.0,9228.515625,3366.007989,10597,5515.528107,angry
25694.489876,53903.752776,46.616532,-8.013995,18000.0,8910.290948,3282.359603,9424,5255.202692,angry
27707.388762,55738.604183,44.637203,-7.535274,32333.333333,8910.290948,3256.564524,8617,5447.437311,angry
30303.382565,60291.926231,43.513414,-7.650136,23500.0,8910.290948,3522.074461,12359,5223.22998,angry
26360.406507,54858.243045,47.427155,-8.00501,18000.0,8910.290948,4014.60455,12934,6231.442844,angry
27598.020836,53522.128377,44.44328,-7.201141,18000.0,8335.433468,3511.775268,10639,5597.197266,angry
29355.444095,58944.667841,40.096119,-7.705528,35333.333333,13599.917763,3920.358799,13311,5987.91275,angry
32855.864302,65696.159602,33.814322,-7.970945,33333.333333,13599.917763,4170.742489,14996,6275.256229,angry
27526.870892,55242.070245,54.099709,-7.698666,18500.0,9570.3125,3534.712586,12007,5361.049805,angry
24327.015844,53145.529352,51.292814,-8.187076,39250.0,14355.46875,3500.55301,10277,5578.567782,angry
28515.798183,56833.108342,43.995898,-7.61218,19000.0,7830.255682,3205.985867,10305,4701.994865,angry
28352.201174,57780.523894,59.478097,-7.826682,18500.0,8335.433468,3232.110422,9933,5183.660499,angry
29323.799131,55675.979164,43.738935,-7.239609,40500.0,14355.46875,3470.766484,10209,5481.14671,angry
27052.405067,53612.179093,45.506146,-7.217331,24000.0,12919.921875,3842.731939,12673,5903.725533,angry
28352.496425,57030.874146,39.030291,-7.793038,34666.666667,12919.921875,3588.622583,10911,5835.498047,angry
26004.302312,55920.202137,46.817649,-8.218654,17000.0,9228.515625,3578.2589,11407,5582.06881,angry
28285.083244,60314.47068,46.592847,-8.254998,38666.666667,9570.3125,3718.815835,13063,5826.174392,angry
29507.031763,58264.985496,52.23931,-7.48905,39500.0,19876.802885,3674.095458,12275,6017.520905,angry
28190.326729,54531.723863,40.785789,-7.236646,17000.0,9228.515625,3578.030243,10911,5708.783428,angry
29421.902832,57431.814808,38.580332,-7.611389,35333.333333,12304.6875,3387.373977,11345,5133.679465,angry
28279.716855,57135.105352,46.943385,-7.514424,17500.0,8910.290948,3775.859334,12313,6002.043915,angry
25457.572303,54212.388662,56.325365,-8.168982,17500.0,9228.515625,3517.968501,11245,5489.865667,angry
26168.842576,53380.137118,36.072031,-7.643623,23000.0,14355.46875,4034.80133,13321,6200.110823,angry
27364.597376,54949.549319,40.687405,-7.836633,23500.0,14355.46875,3226.394839,10287,4979.186179,angry
26570.94442,56211.658102,40.088493,-7.967932,41750.0,13599.917763,3313.385694,10141,5342.434003,angry
27771.131665,58400.441122,45.99167,-7.813599,24500.0,11745.383523,3429.443794,10654,5642.358398,angry
31292.967399,62133.03156,27.52986,-7.633678,28500.0,8335.433468,3259.689303,8880,5615.049215,angry
31089.47419,59704.082787,51.188432,-7.610268,19000.0,8910.290948,3308.970022,8961,5340.57799,angry
28562.936484,55498.627319,56.208786,-7.319482,29500.0,6799.958882,3460.643986,9753,5668.966807,angry
29358.178399,58477.816781,40.090594,-7.663064,19500.0,7830.255682,3368.385754,10353,5501.3934,angry
29955.834878,60369.812295,46.07223,-7.920306,18000.0,8613.28125,3016.956867,9700,4956.113434,angry
28054.678141,55636.172994,51.524341,-7.41438,33000.0,7177.734375,3970.241892,12934,6321.384356,angry
27605.614382,56105.570361,31.564537,-7.829658,18500.0,8335.433468,3159.009451,9441,5509.423828,angry
28805.780328,57035.506189,42.046357,-7.507907,38666.666667,9938.401442,3159.696268,8775,5461.53045,angry
26557.476938,54261.133533,50.403897,-7.69546,35500.0,11745.383523,3264.9871,9231,5352.556152,angry
27474.568324,52929.220418,40.135093,-7.399608,21500.0,7382.8125,3150.412895,8249,5146.310354,angry
28989.606211,58038.13286,52.223776,-7.725672,42333.333333,9938.401442,3429.336613,10273,5527.389981,angry
26491.417664,54465.280774,42.405143,-8.131936,17500.0,9228.515625,3476.057447,9347,5725.32817,angry
26554.57022,59105.646087,51.709399,-8.303846,28500.0,9938.401442,3617.928979,12521,5848.022461,angry
29250.636372,62566.471354,38.168114,-8.675999,35333.333333,7599.954044,3161.3576,10217,5178.062439,angry
28701.649855,58828.052105,50.054159,-8.012342,14000.0,7177.734375,2850.88419,8033,4863.411372,angry
31648.039536,66807.109275,47.68341,-8.292232,46666.666667,9228.515625,3951.644827,15042,6084.551887,angry
31453.155782,60496.697748,41.966692,-7.724346,45500.0,13599.917763,2985.355367,8745,4835.464023,angry
28606.048077,56685.722223,39.759334,-7.630345,41000.0,7177.734375,3293.404454,10139,5226.248832,angry
31136.718269,64580.055105,45.694243,-8.278054,44666.666667,8910.290948,2872.977631,8799,4683.57828,angry
30903.634659,62278.959838,40.557183,-7.76617,40166.666667,17226.5625,3136.130673,10739,5109.551942,angry
29048.367967,59494.553796,40.61136,-8.097391,18000.0,8613.28125,3044.788726,9969,4713.36618,angry
25121.524117,52919.266477,34.342825,-8.175807,17000.0,9228.515625,3124.341435,7888,5238.774989,angry
26413.72953,52981.594407,33.145607,-7.54769,14000.0,6983.741554,3525.643846,9861,5635.948875,angry
28440.280271,56963.063391,39.878819,-8.103062,17500.0,8910.290948,2834.483232,7665,4613.733465,angry
27644.016037,58025.641116,37.147731,-8.167104,14000.0,6799.958882,3382.055181,11015,5244.49266,angry
27707.895094,52677.754166,54.260883,-7.175246,32000.0,8910.290948,2956.960043,8092,4929.494713,angry
28717.89478,60900.537939,38.970511,-8.294496,35000.0,12919.921875,3522.972928,11685,5446.790432,angry
27246.379215,56819.164653,53.991083,-7.782314,28000.0,9228.515625,3310.496756,9955,5640.112562,angry
28866.689533,57072.00666,39.318528,-7.834811,18000.0,9228.515625,2965.061601,8847,4713.737793,angry
27967.800375,59824.956986,47.325928,-8.383463,25000.0,6799.958882,3549.078441,11612,5432.827148,angry
27666.856072,54871.966494,54.767851,-7.556975,17500.0,8910.290948,3000.150257,7385,5225.031738,angry
25600.12369,54038.614997,49.809113,-8.267004,50000.0,11745.383523,3662.433153,10768,5615.40868,angry
27334.307332,56944.779733,44.816285,-8.134744,19500.0,8335.433468,3230.8312,8804,5343.783804,angry
32478.381243,64789.667039,31.166663,-7.767136,36000.0,12919.921875,3655.213735,11237,6096.27756,angry
23588.07429,49426.033537,83.365232,-7.782518,12500.0,12919.921875,3085.304126,8145,5376.685159,happy
26463.589045,50559.722802,80.370434,-7.171468,25000.0,7830.255682,2653.073997,6947,4627.203369,happy
24423.711504,49838.223414,63.117892,-7.748327,39000.0,8074.951172,3665.881749,10840,5944.477063,happy
23777.743551,46895.453682,77.829234,-7.135096,34333.333333,10766.601562,3210.843952,8184,5672.005208,happy
29315.585571,46860.461026,97.17489,-5.349047,38000.0,8335.433468,2467.090813,5285,4165.361804,happy
24815.638262,47883.709589,71.761422,-7.032948,46000.0,12919.921875,2922.31855,6797,5169.01915,happy
23341.453034,47977.18387,68.785138,-7.510893,13000.0,13599.917763,3154.821091,8137,5357.697278,happy
23168.315962,47715.495637,55.7185,-7.57629,13000.0,12919.921875,3130.361134,8274,5349.937609,happy
27938.120326,49437.528239,75.444914,-6.63562,36000.0,10766.601562,2795.489115,7365,4775.585938,happy
24104.749509,51782.239458,65.939829,-7.953302,35666.666667,11234.714674,3142.584134,8616,5633.036436,happy
24929.994697,50012.298839,58.209904,-7.377148,50000.0,13599.917763,3166.482806,8532,5342.894359,happy
25824.301759,48196.244157,69.981225,-7.263618,21500.0,13599.917763,2522.155276,5956,4300.488281,happy
26451.26823,46840.022634,82.32715,-6.292824,33666.666667,11745.383523,2828.952193,6901,4927.647569,happy
27789.949656,50906.176276,62.648267,-6.719834,35666.666667,12304.6875,2899.621331,7965,4876.14377,happy
29968.468906,63422.343979,26.081653,-8.711946,34666.666667,11745.383523,2842.541821,7453,4980.001831,happy
27370.480376,50177.808514,71.003318,-6.55383,13500.0,12304.6875,3342.87047,9865,5632.788928,happy
27173.68345,50242.644757,68.038523,-6.948482,23000.0,9228.515625,3033.295823,8107,4928.638872,happy
26811.968211,49116.896867,61.33204,-6.800284,27000.0,15199.908088,3308.549077,9253,4994.521425,happy
24481.039104,48318.813507,66.754684,-7.094576,13500.0,12304.6875,3144.331877,8845,5242.30957,happy
25399.207322,48232.718061,73.327228,-6.795688,37500.0,9570.3125,3538.351766,10117,5700.915527,happy
25702.493384,49730.851494,72.331384,-6.9047,38500.0,9570.3125,3579.258077,10563,5811.118501,happy
26813.423145,50980.997207,59.518259,-7.025458,35333.333333,11234.714674,3282.811614,9235,5343.864973,happy
24051.282616,46031.388383,58.826387,-7.044906,23000.0,9570.3125,3608.507333,9781,5784.425706,happy
25129.389451,47208.677282,73.254384,-6.73149,23333.333333,11234.714674,3690.879494,11455,5820.135945,happy
25328.477492,46302.546836,65.373108,-6.554396,34666.666667,11745.383523,2808.082119,6669,5067.839355,happy
24414.993021,46646.738298,77.459127,-7.035362,26000.0,12304.6875,3053.425518,7418,5169.604183,happy
23243.08733,46096.803022,75.476989,-7.232188,32000.0,12919.921875,3582.767934,9507,5720.472582,happy
23970.420173,48588.343031,66.359781,-7.6931,34333.333333,12304.6875,3114.249091,7651,5104.984131,happy
21996.273026,44848.546579,66.318192,-7.324446,32333.333333,12304.6875,3201.420638,7407,5719.273963,happy
24845.168135,48699.988379,50.754435,-7.3626,35000.0,11745.383523,3050.177697,7117,5369.211155,happy
26313.297711,48531.845677,76.061964,-6.943296,12500.0,13599.917763,2741.720064,6459,4716.848145,happy
24501.160206,47866.933805,65.028399,-7.394232,34666.666667,10766.601562,3238.626793,7877,5525.174607,happy
23963.845284,48211.347232,78.053631,-7.392531,22000.0,11745.383523,3631.943819,10136,5736.366532,happy
27348.902593,52278.329141,68.922125,-7.246926,33000.0,11234.714674,3163.122993,8243,5481.577319,happy
28635.259259,52029.282534,69.958836,-6.880596,36000.0,11234.714674,2854.050938,7559,5031.549575,happy
29609.426199,55516.892131,63.817129,-7.277378,16000.0,7599.954044,2935.320334,8453,5030.543364,happy
25247.445418,47641.011426,68.653032,-7.086572,32333.333333,12919.921875,2731.820907,6268,4689.195696,happy
25298.723404,46606.562109,86.984292,-6.576494,22500.0,11745.383523,2973.370962,7678,5012.318251,happy
23835.370323,47280.053024,87.45306,-7.514322,31333.333333,11745.383523,2824.247491,6558,5104.611441,happy
25799.693014,49024.092855,92.677563,-6.912024,25500.0,10766.601562,2897.01721,8087,4917.51709,happy
23328.972052,49486.174221,62.102363,-7.693295,14500.0,12304.6875,3250.186158,9677,5510.600011,happy
25900.694306,53571.409896,64.936467,-7.519216,30000.0,15199.908088,3538.866566,11577,5954.983919,happy
25602.607688,49815.803777,67.678116,-7.206308,30333.333333,9938.401442,3110.571002,8795,5416.369629,happy
27240.882724,49158.807782,83.505116,-6.523193,23000.0,9228.515625,3100.619601,8657,5289.477539,happy
21971.654265,45425.74017,69.899537,-7.715162,32000.0,12919.921875,2939.128444,6469,5105.777459,happy
27528.349039,54524.426732,70.235133,-7.25701,36333.333333,11234.714674,3837.207755,13487,5970.717301,happy
28113.506172,56190.718319,68.411112,-7.388738,42000.0,8074.951172,3550.398229,10887,5744.831928,happy
27147.613254,51693.385898,62.963903,-7.393306,23000.0,12304.6875,2845.215137,7869,4699.686441,happy
25058.060606,50301.93607,93.86538,-7.42467,23000.0,10766.601562,3489.87887,10082,5730.998679,happy
27680.095287,52959.707928,57.907984,-7.614342,25000.0,10766.601562,3140.417934,8839,5031.116164,happy
26381.425346,49218.810784,68.952821,-7.136682,39500.0,8910.290948,2772.809085,6433,4855.198975,happy
24456.658193,48074.840782,62.571712,-7.56993,33666.666667,13599.917763,2964.27844,6816,5240.988394,happy
25632.679186,52332.558677,45.905001,-7.852906,13000.0,12304.6875,3847.405277,11757,6189.402574,happy
25561.425284,49921.521395,78.297779,-7.61253,35333.333333,11745.383523,2833.646908,6903,4929.623108,happy
25011.17009,44139.069141,74.882276,-6.292073,23000.0,11745.383523,3035.596402,8003,5253.534899,happy
26910.55531,48863.427872,83.594352,-6.61231,24000.0,11234.714674,2942.354452,8019,5045.125718,happy
25293.934136,48605.298947,54.976676,-6.77656,13500.0,12304.6875,3312.315517,9809,5291.03351,happy
25743.329879,50326.784564,54.221977,-7.404654,33333.333333,12304.6875,3287.557421,8931,5121.270237,happy
27740.392367,52515.523855,68.039484,-7.11929,23500.0,11234.714674,3037.342218,8919,5274.025963,happy
30301.354699,56718.297104,55.495854,-7.257402,24000.0,11234.714674,3442.028808,10509,5613.303786,happy
25745.862639,47394.946819,81.551269,-6.765338,24000.0,11234.714674,2974.129217,7747,4974.573669,happy
25029.182828,45550.373284,61.691321,-6.412872,25500.0,11234.714674,3417.873809,9211,5695.666809,happy
28142.032108,48474.472826,78.716181,-6.353888,17500.0,19876.802885,2650.988628,6581,4695.853271,happy
25194.836533,44341.21138,78.9942,-6.216356,21000.0,12919.921875,2648.873816,5977,4677.598988,happy
25663.703681,47755.303374,74.211806,-6.991012,22000.0,12919.921875,2628.709013,6724,4389.093713,happy
25847.784282,48917.707184,59.376951,-6.785272,23500.0,11234.714674,3414.944435,10555,5381.147461,happy
